start,count
"(701, 456, 89)","(41, 60, 51)"
"(1297, 318, 1691)","(40, 56, 55)"
"(102, 604, 608)","(26, 54, 87)"
"(310, 417, 2595)","(55, 79, 28)"
"(1584, 363, 2645)","(44, 50, 57)"
"(1154, 396, 2146)","(71, 54, 32)"
"(1311, 103, 1200)","(32, 54, 71)"
"(946, 319, 1148)","(54, 58, 39)"
"(1466, 411, 1665)","(55, 85, 26)"
"(814, 303, 713)","(57, 54, 39)"
"(1349, 5, 2112)","(47, 45, 58)"
"(847, 373, 1712)","(48, 41, 63)"
"(943, 663, 1434)","(53, 85, 27)"
"(1163, 581, 3024)","(32, 61, 64)"
"(232, 182, 486)","(49, 45, 56)"
"(257, 276, 1569)","(76, 67, 24)"
"(240, 841, 1715)","(54, 46, 50)"
"(991, 324, 1354)","(28, 62, 70)"
"(661, 688, 776)","(97, 36, 35)"
"(1046, 338, 2013)","(38, 90, 37)"
"(1670, 615, 1678)","(48, 35, 73)"
"(1381, 572, 446)","(58, 54, 40)"
"(664, 285, 1196)","(28, 79, 55)"
"(911, 878, 2668)","(44, 67, 42)"
"(149, 274, 1204)","(71, 50, 35)"
"(1767, 463, 1608)","(50, 53, 47)"
"(1199, 376, 2128)","(43, 42, 68)"
"(1304, 768, 1546)","(64, 39, 50)"
"(570, 456, 1554)","(32, 52, 73)"
"(1315, 414, 684)","(37, 62, 53)"
"(857, 341, 1094)","(45, 71, 39)"
"(826, 156, 1149)","(47, 51, 52)"
"(2278, 145, 2504)","(65, 44, 44)"
"(2216, 183, 1279)","(58, 35, 61)"
"(1980, 368, 2493)","(44, 49, 57)"
"(711, 376, 828)","(29, 51, 83)"
"(727, 308, 2002)","(75, 26, 63)"
"(1781, 504, 1500)","(48, 55, 47)"
"(1067, 329, 975)","(55, 43, 52)"
"(87, 355, 3346)","(35, 107, 33)"
"(1115, 747, 138)","(52, 61, 39)"
"(1361, 372, 1319)","(49, 38, 65)"
"(528, 426, 2633)","(29, 62, 68)"
"(69, 119, 3)","(42, 61, 48)"
"(988, 661, 1344)","(65, 25, 76)"
"(938, 31, 2422)","(38, 51, 63)"
"(125, 584, 2402)","(77, 57, 28)"
"(206, 425, 1086)","(29, 78, 54)"
"(1850, 265, 691)","(40, 67, 46)"
"(1458, 418, 1670)","(25, 93, 53)"
"(849, 335, 1159)","(53, 42, 56)"
"(1755, 429, 1270)","(40, 68, 46)"
"(515, 172, 1695)","(71, 29, 60)"
"(587, 436, 2306)","(52, 53, 45)"
"(972, 644, 1312)","(53, 59, 39)"
"(1304, 326, 1843)","(59, 42, 50)"
"(1750, 340, 1798)","(59, 30, 70)"
"(882, 387, 1204)","(68, 31, 59)"
"(19, 671, 654)","(29, 70, 61)"
"(1143, 247, 1682)","(63, 54, 37)"
"(2287, 97, 1961)","(59, 30, 70)"
"(1122, 385, 2131)","(42, 64, 46)"
"(707, 330, 2159)","(32, 58, 64)"
"(834, 199, 1124)","(51, 43, 56)"
"(822, 415, 2192)","(92, 36, 37)"
"(1235, 153, 1578)","(58, 52, 41)"
"(889, 623, 1469)","(58, 52, 41)"
"(1205, 589, 2045)","(42, 58, 50)"
"(1230, 328, 1697)","(54, 27, 84)"
"(950, 622, 1307)","(74, 53, 31)"
"(1010, 21, 1841)","(77, 34, 47)"
"(331, 228, 1471)","(48, 53, 49)"
"(250, 393, 2469)","(84, 45, 32)"
"(155, 536, 1184)","(68, 31, 59)"
"(2205, 257, 1670)","(53, 60, 39)"
"(1489, 447, 1065)","(66, 59, 32)"
"(859, 371, 1223)","(51, 80, 30)"
"(1352, 373, 1312)","(26, 63, 76)"
"(648, 33, 1499)","(46, 51, 53)"
"(425, 472, 375)","(37, 58, 57)"
"(258, 766, 2795)","(75, 41, 40)"
"(906, 466, 965)","(55, 34, 65)"
"(501, 409, 1535)","(102, 48, 25)"
"(908, 361, 1668)","(47, 36, 72)"
"(1158, 637, 1655)","(53, 45, 52)"
"(1814, 35, 3074)","(47, 27, 98)"
"(249, 820, 1745)","(54, 65, 35)"
"(1277, 596, 3061)","(54, 65, 35)"
"(270, 403, 1375)","(87, 30, 47)"
"(1088, 49, 1114)","(35, 89, 40)"
"(661, 816, 2060)","(48, 57, 45)"
"(849, 335, 1159)","(53, 42, 56)"
"(62, 596, 642)","(66, 45, 42)"
"(636, 285, 1720)","(52, 44, 54)"
"(936, 421, 1249)","(63, 36, 55)"
"(727, 308, 2002)","(75, 26, 63)"
"(1223, 196, 1991)","(22, 75, 75)"
"(1365, 381, 1367)","(74, 60, 28)"
"(1378, 761, 1446)","(33, 31, 122)"
"(1345, 628, 1635)","(47, 46, 57)"
"(1693, 480, 980)","(46, 68, 40)"
"(932, 562, 425)","(44, 83, 34)"
"(87, 355, 3346)","(35, 107, 33)"
"(1294, 706, 2508)","(34, 82, 44)"
"(1092, 305, 1760)","(72, 29, 59)"
"(1442, 467, 1507)","(50, 73, 34)"
"(1043, 410, 168)","(78, 63, 25)"
"(1089, 625, 1282)","(28, 70, 64)"
"(499, 455, 2162)","(86, 33, 44)"
"(789, 367, 2066)","(42, 40, 74)"
"(1725, 8, 2851)","(46, 39, 67)"
"(1120, 633, 1663)","(50, 50, 49)"
"(521, 403, 1262)","(77, 36, 44)"
"(1653, 34, 1563)","(33, 61, 61)"
"(1022, 242, 969)","(58, 37, 58)"
"(1260, 814, 2481)","(61, 57, 35)"
"(1292, 553, 1706)","(54, 54, 43)"
"(344, 464, 7)","(59, 45, 46)"
"(954, 628, 1327)","(60, 65, 32)"
"(1285, 564, 304)","(53, 59, 40)"
"(808, 203, 1137)","(81, 55, 28)"
"(830, 338, 1708)","(53, 46, 51)"
"(907, 471, 1304)","(36, 41, 83)"
"(1022, 310, 1762)","(61, 30, 67)"
"(1022, 242, 969)","(58, 37, 58)"
"(1471, 246, 1219)","(49, 50, 51)"
"(556, 401, 1516)","(55, 52, 43)"
"(1066, 640, 1340)","(61, 30, 68)"
"(1196, 375, 2101)","(59, 64, 33)"
"(193, 287, 2725)","(35, 81, 44)"
"(634, 425, 1576)","(42, 68, 44)"
"(872, 479, 1298)","(33, 41, 90)"
"(874, 241, 3191)","(49, 55, 46)"
"(237, 878, 1669)","(37, 45, 75)"
"(1391, 458, 2126)","(51, 45, 54)"
"(1142, 296, 785)","(28, 50, 88)"
"(2488, 270, 1582)","(45, 37, 73)"
"(515, 67, 1020)","(91, 34, 40)"
"(667, 293, 1183)","(45, 56, 49)"
"(702, 280, 386)","(36, 71, 48)"
"(1268, 819, 2453)","(50, 77, 32)"
"(241, 841, 1701)","(46, 35, 76)"
"(1196, 375, 2101)","(59, 64, 33)"
"(1472, 546, 1596)","(49, 56, 45)"
"(1607, 764, 1604)","(66, 60, 31)"
"(748, 707, 3375)","(55, 65, 34)"
"(841, 154, 2867)","(67, 30, 62)"
"(351, 57, 2468)","(39, 37, 87)"
"(1068, 206, 1954)","(57, 67, 32)"
"(1748, 499, 1408)","(70, 25, 71)"
"(1047, 406, 1921)","(42, 48, 62)"
"(869, 599, 1421)","(50, 37, 67)"
"(351, 274, 133)","(58, 54, 39)"
"(264, 274, 1555)","(39, 48, 66)"
"(889, 626, 1489)","(65, 34, 55)"
"(905, 435, 954)","(27, 62, 73)"
"(1176, 178, 1471)","(33, 118, 32)"
"(1484, 347, 1638)","(36, 61, 57)"
"(1761, 466, 1440)","(33, 49, 78)"
"(1699, 555, 737)","(57, 47, 46)"
"(1151, 810, 2421)","(46, 49, 54)"
"(1410, 581, 1024)","(44, 89, 31)"
"(609, 86, 3321)","(57, 48, 45)"
"(902, 635, 1448)","(32, 37, 106)"
"(1275, 322, 1724)","(93, 38, 35)"
"(1260, 814, 2481)","(61, 57, 35)"
"(611, 506, 2309)","(72, 45, 39)"
"(1678, 646, 1629)","(48, 37, 70)"
"(802, 479, 2359)","(44, 55, 51)"
"(397, 4, 2398)","(49, 58, 44)"
"(208, 497, 3178)","(36, 50, 68)"
"(1452, 433, 1518)","(28, 81, 55)"
"(822, 471, 2274)","(57, 38, 56)"
"(360, 569, 1288)","(31, 74, 53)"
"(580, 367, 2076)","(34, 86, 41)"
"(1160, 229, 1666)","(31, 101, 39)"
"(1654, 264, 1399)","(64, 59, 32)"
"(241, 841, 1701)","(46, 35, 76)"
"(1280, 728, 2530)","(40, 46, 68)"
"(625, 52, 2122)","(44, 48, 59)"
"(524, 416, 2219)","(107, 42, 27)"
"(861, 439, 920)","(54, 40, 57)"
"(802, 493, 2261)","(73, 25, 67)"
"(1442, 458, 1492)","(25, 68, 72)"
"(1463, 700, 1075)","(61, 42, 48)"
"(2036, 461, 233)","(49, 55, 46)"
"(1043, 347, 2009)","(57, 51, 43)"
"(1843, 433, 1062)","(64, 51, 38)"
"(1145, 534, 2607)","(49, 44, 58)"
"(1230, 333, 1717)","(69, 71, 25)"
"(1289, 789, 2264)","(59, 34, 63)"
"(597, 339, 1704)","(47, 46, 57)"
"(77, 201, 1857)","(42, 61, 48)"
"(780, 381, 2083)","(88, 49, 29)"
"(342, 610, 241)","(54, 67, 34)"
"(1932, 718, 1419)","(42, 51, 58)"
"(1756, 112, 1679)","(85, 24, 60)"
"(1272, 356, 2969)","(50, 34, 74)"
"(260, 298, 1591)","(64, 51, 38)"
"(1873, 354, 2191)","(64, 39, 49)"
"(314, 28, 570)","(68, 38, 48)"
"(158, 360, 3232)","(56, 48, 46)"
"(754, 514, 2395)","(53, 26, 88)"
"(87, 355, 3346)","(35, 107, 33)"
"(715, 496, 2407)","(49, 78, 33)"
"(189, 367, 3245)","(24, 62, 84)"
"(1532, 523, 1592)","(32, 57, 69)"
"(1602, 850, 3329)","(75, 44, 37)"
"(1436, 480, 2857)","(40, 47, 65)"
"(1148, 382, 2029)","(44, 56, 50)"
"(785, 252, 1256)","(73, 29, 58)"
"(1294, 302, 2423)","(39, 55, 58)"
"(1591, 242, 1528)","(43, 60, 48)"
"(1122, 428, 2123)","(62, 24, 82)"
"(556, 401, 1516)","(55, 52, 43)"
"(770, 50, 1676)","(61, 32, 63)"
"(244, 748, 2804)","(85, 50, 29)"
"(1339, 61, 929)","(38, 43, 76)"
"(1253, 341, 2178)","(75, 63, 26)"
"(1625, 605, 2004)","(69, 45, 39)"
"(1230, 182, 1590)","(52, 45, 53)"
"(1082, 771, 793)","(64, 28, 70)"
"(1760, 572, 769)","(35, 66, 54)"
"(784, 549, 1067)","(43, 55, 53)"
"(903, 668, 1436)","(50, 41, 59)"
"(873, 301, 1125)","(38, 76, 42)"
"(747, 551, 2423)","(66, 32, 59)"
"(262, 275, 1561)","(68, 42, 43)"
"(966, 647, 1304)","(57, 32, 68)"
"(938, 178, 2549)","(42, 77, 38)"
"(163, 777, 2291)","(43, 46, 62)"
"(840, 350, 1207)","(40, 82, 38)"
"(705, 400, 877)","(52, 37, 64)"
"(1104, 302, 1766)","(48, 53, 48)"
"(659, 122, 2224)","(81, 27, 57)"
"(1657, 685, 1090)","(36, 43, 79)"
"(1396, 728, 388)","(43, 51, 56)"
"(1047, 406, 1921)","(42, 48, 62)"
"(364, 578, 1275)","(77, 61, 26)"
"(1479, 494, 1463)","(44, 37, 77)"
"(720, 511, 2427)","(49, 50, 51)"
"(1095, 639, 1667)","(108, 30, 38)"
"(2306, 547, 2287)","(77, 38, 43)"
"(247, 369, 1352)","(61, 62, 33)"
"(231, 420, 1055)","(100, 29, 42)"
"(1469, 290, 1203)","(53, 44, 54)"
"(1361, 372, 1319)","(49, 38, 65)"
"(1545, 337, 1868)","(63, 28, 70)"
"(333, 839, 781)","(63, 72, 27)"
"(225, 433, 1029)","(52, 46, 52)"
"(927, 132, 683)","(33, 61, 62)"
"(1816, 89, 1165)","(59, 59, 36)"
"(570, 456, 1554)","(32, 52, 73)"
"(1835, 309, 2639)","(41, 47, 64)"
"(2118, 387, 473)","(47, 32, 82)"
"(2231, 184, 1282)","(50, 41, 61)"
"(1158, 889, 1377)","(65, 51, 37)"
"(826, 114, 510)","(76, 27, 61)"
"(193, 161, 2435)","(70, 57, 31)"
"(2015, 795, 3312)","(34, 47, 78)"
"(978, 359, 1572)","(45, 45, 60)"
"(2370, 623, 2938)","(88, 38, 37)"
"(1044, 124, 1098)","(47, 44, 60)"
"(1628, 594, 1980)","(60, 32, 63)"
"(1356, 383, 1371)","(33, 71, 53)"
"(1122, 743, 133)","(55, 86, 26)"
"(2370, 623, 2938)","(88, 38, 37)"
"(1671, 650, 1638)","(70, 24, 71)"
"(1722, 293, 20)","(27, 73, 63)"
"(1384, 597, 1063)","(82, 43, 35)"
"(1950, 694, 1422)","(67, 39, 47)"
"(755, 358, 766)","(41, 52, 58)"
"(368, 56, 2518)","(38, 54, 60)"
"(971, 668, 153)","(69, 29, 62)"
"(996, 692, 2600)","(49, 45, 56)"
"(1360, 384, 1390)","(70, 58, 31)"
"(1330, 20, 1729)","(46, 64, 42)"
"(1517, 470, 1024)","(31, 40, 101)"
"(588, 403, 1505)","(29, 70, 61)"
"(493, 389, 2064)","(33, 56, 67)"
"(1881, 306, 2636)","(44, 58, 48)"
"(1466, 877, 1962)","(29, 57, 75)"
"(1423, 285, 1738)","(32, 71, 55)"
"(1468, 587, 1591)","(39, 44, 73)"
"(958, 191, 318)","(52, 49, 48)"
"(1071, 231, 1944)","(58, 38, 57)"
"(1590, 351, 2679)","(26, 70, 67)"
"(1824, 420, 1055)","(62, 48, 41)"
"(1477, 516, 1600)","(55, 54, 42)"
"(869, 599, 1421)","(50, 37, 67)"
"(1166, 198, 1462)","(40, 71, 44)"
"(1050, 311, 1804)","(74, 69, 24)"
"(1440, 447, 369)","(28, 52, 83)"
"(712, 678, 771)","(74, 37, 45)"
"(1211, 598, 3015)","(54, 41, 55)"
"(1079, 736, 1940)","(30, 50, 82)"
"(1460, 426, 1677)","(56, 72, 31)"
"(586, 29, 1530)","(51, 69, 35)"
"(221, 883, 1706)","(62, 46, 43)"
"(1750, 563, 741)","(37, 42, 79)"
"(902, 635, 1448)","(32, 37, 106)"
"(1388, 363, 1348)","(33, 64, 60)"
"(1329, 328, 1064)","(62, 52, 39)"
"(262, 80, 802)","(32, 60, 65)"
"(1058, 315, 967)","(68, 41, 44)"
"(836, 724, 151)","(67, 48, 39)"
"(1429, 620, 1073)","(51, 76, 32)"
"(329, 667, 1142)","(48, 38, 67)"
"(970, 554, 393)","(37, 37, 89)"
"(306, 400, 1380)","(38, 71, 46)"
"(907, 370, 1201)","(83, 64, 23)"
"(1268, 542, 343)","(65, 64, 30)"
"(619, 505, 2528)","(76, 41, 40)"
"(1483, 413, 832)","(22, 76, 73)"
"(210, 480, 3153)","(31, 35, 112)"
"(1016, 0, 1807)","(55, 88, 26)"
"(2488, 600, 1388)","(35, 65, 54)"
"(1052, 59, 1094)","(47, 61, 43)"
"(966, 256, 1298)","(56, 59, 38)"
"(971, 339, 1456)","(45, 64, 43)"
"(1106, 117, 326)","(58, 42, 50)"
"(37, 270, 1803)","(48, 44, 58)"
"(822, 338, 1168)","(84, 42, 35)"
"(909, 655, 501)","(62, 29, 69)"
"(923, 638, 591)","(37, 54, 61)"
"(1738, 446, 1021)","(78, 51, 31)"
"(1972, 363, 3142)","(64, 65, 30)"
"(1062, 349, 3119)","(62, 38, 53)"
"(53, 29, 961)","(26, 47, 100)"
"(1496, 528, 1569)","(64, 30, 63)"
"(249, 391, 358)","(60, 25, 81)"
"(121, 362, 2930)","(46, 58, 47)"
"(1075, 656, 1359)","(53, 58, 40)"
"(1914, 270, 2845)","(53, 49, 48)"
"(1039, 429, 2043)","(36, 49, 72)"
"(1138, 242, 1665)","(63, 50, 39)"
"(943, 663, 1434)","(53, 85, 27)"
"(629, 553, 2306)","(45, 59, 47)"
"(1384, 597, 1063)","(82, 43, 35)"
"(1740, 351, 1815)","(47, 76, 34)"
"(1483, 332, 815)","(35, 81, 43)"
"(1048, 297, 949)","(48, 37, 70)"
"(2287, 413, 296)","(37, 58, 58)"
"(1628, 187, 1407)","(55, 71, 32)"
"(185, 440, 1086)","(53, 36, 64)"
"(808, 203, 1137)","(81, 55, 28)"
"(1716, 380, 173)","(34, 56, 66)"
"(1617, 177, 1421)","(88, 57, 24)"
"(1561, 383, 2617)","(30, 82, 50)"
"(403, 490, 339)","(50, 60, 41)"
"(1920, 629, 768)","(52, 26, 91)"
"(875, 471, 1346)","(65, 57, 33)"
"(471, 421, 1530)","(36, 41, 84)"
"(1690, 339, 767)","(45, 54, 51)"
"(1159, 488, 1059)","(39, 96, 33)"
"(565, 247, 888)","(31, 77, 52)"
"(1584, 414, 1614)","(28, 60, 74)"
"(1018, 476, 2861)","(42, 37, 79)"
"(1092, 55, 1084)","(61, 80, 25)"
"(998, 357, 2806)","(39, 31, 102)"
"(980, 538, 431)","(34, 59, 61)"
"(1386, 448, 1486)","(61, 49, 41)"
"(2278, 114, 1221)","(58, 37, 58)"
"(808, 203, 1137)","(81, 55, 28)"
"(1068, 384, 1896)","(29, 61, 71)"
"(814, 215, 1109)","(40, 60, 51)"
"(1352, 885, 615)","(52, 58, 41)"
"(433, 356, 2538)","(31, 49, 80)"
"(906, 466, 965)","(55, 34, 65)"
"(882, 312, 1113)","(21, 81, 72)"
"(831, 305, 689)","(39, 61, 52)"
"(1151, 810, 2421)","(46, 49, 54)"
"(826, 156, 1149)","(47, 51, 52)"
"(1724, 377, 170)","(34, 56, 66)"
"(1164, 421, 1879)","(48, 62, 42)"
"(75, 196, 1848)","(34, 86, 42)"
"(474, 443, 1556)","(96, 29, 45)"
"(1332, 16, 2106)","(62, 38, 53)"
"(599, 38, 1506)","(47, 47, 56)"
"(1725, 411, 2017)","(35, 49, 72)"
"(1060, 298, 1789)","(42, 78, 38)"
"(23, 381, 1620)","(53, 43, 54)"
"(999, 563, 1346)","(37, 58, 57)"
"(283, 290, 1545)","(55, 56, 40)"
"(2127, 449, 1630)","(42, 42, 70)"
"(1043, 188, 780)","(66, 30, 63)"
"(1563, 448, 1403)","(67, 64, 29)"
"(1287, 333, 2202)","(62, 37, 53)"
"(2394, 214, 1583)","(67, 32, 57)"
"(530, 402, 2219)","(62, 48, 42)"
"(1695, 262, 1441)","(80, 45, 34)"
"(1341, 738, 1116)","(25, 97, 51)"
"(532, 391, 2085)","(77, 64, 25)"
"(247, 369, 1352)","(61, 62, 33)"
"(626, 322, 1705)","(32, 69, 55)"
"(596, 227, 716)","(39, 61, 52)"
"(1287, 333, 2202)","(62, 37, 53)"
"(893, 122, 935)","(65, 43, 44)"
"(1230, 328, 1716)","(66, 33, 57)"
"(1078, 613, 1265)","(25, 90, 56)"
"(1474, 410, 1031)","(35, 58, 62)"
"(691, 457, 79)","(43, 50, 57)"
"(1067, 329, 975)","(55, 43, 52)"
"(1575, 381, 1610)","(41, 61, 50)"
"(966, 256, 1298)","(56, 59, 38)"
"(908, 361, 1668)","(47, 36, 72)"
"(1559, 166, 2217)","(49, 59, 43)"
"(618, 42, 1504)","(56, 43, 51)"
"(596, 227, 716)","(39, 61, 52)"
"(1428, 309, 1693)","(57, 85, 26)"
"(1847, 295, 2617)","(67, 32, 57)"
"(833, 404, 1224)","(44, 54, 53)"
"(1446, 449, 376)","(36, 45, 77)"
"(1068, 206, 1954)","(57, 67, 32)"
"(881, 598, 1423)","(58, 72, 29)"
"(1025, 672, 1310)","(42, 39, 75)"
"(1171, 163, 924)","(62, 25, 80)"
"(1430, 289, 2782)","(38, 82, 39)"
"(1011, 313, 2028)","(51, 88, 28)"
"(2298, 469, 1965)","(47, 33, 80)"
"(775, 490, 2381)","(53, 56, 42)"
"(874, 241, 3191)","(49, 55, 46)"
"(1573, 751, 40)","(70, 47, 37)"
"(1876, 33, 1317)","(40, 50, 61)"
"(1443, 237, 1218)","(69, 24, 74)"
"(614, 606, 1536)","(33, 54, 69)"
"(230, 700, 908)","(39, 64, 49)"
"(45, 868, 2501)","(52, 53, 45)"
"(245, 598, 524)","(50, 55, 44)"
"(1666, 350, 748)","(53, 66, 35)"
"(697, 407, 846)","(80, 23, 65)"
"(1521, 430, 1029)","(64, 52, 37)"
"(1855, 289, 2695)","(33, 52, 73)"
"(2281, 141, 2482)","(75, 42, 39)"
"(1347, 397, 2429)","(76, 54, 30)"
"(1005, 54, 1818)","(68, 36, 51)"
"(924, 147, 2522)","(35, 41, 85)"
"(501, 406, 920)","(78, 35, 46)"
"(1552, 392, 1859)","(56, 66, 33)"
"(892, 438, 953)","(46, 42, 64)"
"(907, 369, 1574)","(71, 51, 34)"
"(1580, 485, 1618)","(86, 32, 45)"
"(915, 378, 1237)","(57, 60, 37)"
"(926, 319, 1143)","(77, 60, 27)"
"(1356, 75, 1360)","(55, 73, 31)"
"(971, 549, 406)","(44, 49, 58)"
"(1564, 348, 1631)","(25, 67, 74)"
"(1139, 526, 1061)","(72, 31, 55)"
"(598, 243, 2978)","(48, 35, 75)"
"(943, 219, 300)","(58, 33, 64)"
"(818, 368, 1165)","(59, 42, 50)"
"(920, 415, 1268)","(34, 76, 47)"
"(1543, 448, 1384)","(66, 66, 28)"
"(1550, 317, 1648)","(56, 85, 26)"
"(588, 386, 2032)","(36, 55, 63)"
"(83, 460, 728)","(42, 52, 57)"
"(1736, 583, 713)","(56, 34, 64)"
"(1030, 15, 1818)","(68, 38, 47)"
"(1074, 382, 169)","(63, 32, 61)"
"(173, 663, 568)","(57, 35, 62)"
"(2036, 461, 233)","(49, 55, 46)"
"(1373, 97, 3336)","(63, 42, 46)"
"(908, 361, 1668)","(47, 36, 72)"
"(977, 854, 254)","(38, 50, 65)"
"(1352, 885, 615)","(52, 58, 41)"
"(697, 652, 1445)","(53, 33, 69)"
"(1316, 591, 2998)","(31, 56, 72)"
"(873, 113, 504)","(34, 32, 111)"
"(1073, 374, 212)","(33, 66, 57)"
"(600, 153, 484)","(40, 61, 50)"
"(491, 72, 2221)","(36, 65, 53)"
"(1486, 367, 1670)","(46, 78, 35)"
"(1007, 508, 2242)","(51, 53, 45)"
"(500, 391, 1324)","(33, 78, 48)"
"(1584, 363, 2645)","(44, 50, 57)"
"(252, 370, 367)","(33, 56, 66)"
"(2218, 233, 600)","(55, 63, 36)"
"(974, 538, 441)","(38, 36, 91)"
"(987, 353, 2794)","(59, 41, 51)"
"(1272, 340, 1720)","(88, 39, 36)"
"(743, 16, 2497)","(85, 27, 54)"
"(501, 409, 1535)","(102, 48, 25)"
"(230, 173, 485)","(39, 54, 59)"
"(1436, 480, 2857)","(40, 47, 65)"
"(1746, 127, 994)","(64, 45, 43)"
"(852, 676, 114)","(29, 71, 59)"
"(1419, 296, 1730)","(56, 43, 51)"
"(2293, 95, 1985)","(77, 29, 55)"
"(878, 679, 2790)","(30, 66, 62)"
"(1308, 271, 297)","(61, 60, 34)"
"(250, 263, 1577)","(71, 75, 23)"
"(862, 457, 1286)","(63, 68, 29)"
"(994, 659, 1308)","(48, 44, 59)"
"(937, 902, 2641)","(57, 39, 55)"
"(1169, 805, 799)","(42, 41, 72)"
"(2127, 449, 1630)","(42, 42, 70)"
"(926, 187, 2552)","(50, 61, 40)"
"(134, 498, 2174)","(62, 68, 29)"
"(744, 289, 2054)","(55, 51, 44)"
"(837, 236, 1099)","(92, 27, 50)"
"(1541, 520, 1672)","(36, 39, 89)"
"(1258, 839, 2455)","(50, 43, 58)"
"(533, 466, 2616)","(33, 52, 72)"
"(2345, 96, 411)","(53, 90, 26)"
"(236, 483, 2100)","(26, 77, 62)"
"(1380, 706, 1080)","(68, 51, 36)"
"(1527, 425, 1032)","(57, 65, 33)"
"(231, 420, 1055)","(100, 29, 42)"
"(37, 270, 1803)","(48, 44, 58)"
"(1160, 229, 1666)","(31, 101, 39)"
"(1843, 301, 2724)","(43, 37, 78)"
"(626, 733, 2167)","(47, 46, 57)"
"(715, 252, 2014)","(59, 28, 75)"
"(1081, 253, 1476)","(39, 54, 58)"
"(695, 869, 2272)","(51, 54, 45)"
"(1774, 407, 2039)","(47, 71, 37)"
"(494, 418, 1246)","(56, 50, 44)"
"(1155, 74, 3070)","(50, 44, 56)"
"(661, 688, 776)","(97, 36, 35)"
"(382, 606, 1321)","(83, 49, 30)"
"(1603, 563, 343)","(36, 64, 54)"
"(678, 482, 2494)","(25, 65, 76)"
"(81, 336, 1311)","(58, 45, 47)"
"(751, 610, 1839)","(52, 93, 26)"
"(1129, 54, 984)","(45, 62, 44)"
"(258, 291, 1565)","(47, 43, 61)"
"(44, 842, 1406)","(50, 52, 47)"
"(1404, 475, 1327)","(75, 36, 45)"
"(1088, 49, 1114)","(35, 89, 40)"
"(936, 381, 1567)","(85, 25, 59)"
"(1644, 379, 697)","(31, 43, 92)"
"(134, 498, 2174)","(62, 68, 29)"
"(1096, 174, 777)","(52, 47, 51)"
"(1302, 775, 1125)","(62, 62, 32)"
"(897, 516, 1133)","(65, 52, 37)"
"(1515, 319, 1223)","(53, 57, 41)"
"(1020, 331, 1999)","(60, 28, 74)"
"(748, 707, 3375)","(55, 65, 34)"
"(883, 421, 1250)","(49, 39, 64)"
"(1714, 429, 1381)","(57, 42, 52)"
"(1283, 544, 302)","(31, 46, 87)"
"(532, 473, 1543)","(70, 39, 46)"
"(1137, 242, 784)","(46, 49, 55)"
"(783, 368, 2062)","(59, 31, 67)"
"(715, 496, 2407)","(49, 78, 33)"
"(229, 518, 2082)","(53, 51, 46)"
"(963, 208, 1534)","(62, 32, 62)"
"(248, 256, 1069)","(58, 24, 87)"
"(714, 39, 2512)","(61, 34, 59)"
"(849, 335, 1159)","(53, 42, 56)"
"(517, 393, 1176)","(70, 58, 30)"
"(801, 303, 689)","(40, 49, 63)"
"(272, 401, 1392)","(77, 56, 29)"
"(899, 451, 1259)","(53, 29, 79)"
"(1590, 448, 1383)","(38, 47, 70)"
"(1362, 358, 1069)","(104, 30, 40)"
"(1357, 365, 1303)","(25, 66, 74)"
"(953, 374, 1165)","(30, 56, 73)"
"(1524, 367, 1694)","(61, 66, 31)"
"(1744, 96, 1001)","(46, 80, 34)"
"(563, 264, 1707)","(80, 37, 41)"
"(1454, 684, 1074)","(60, 63, 32)"
"(813, 377, 1236)","(66, 46, 40)"
"(1265, 317, 1833)","(51, 56, 43)"
"(886, 448, 1331)","(39, 72, 44)"
"(1634, 392, 675)","(70, 40, 44)"
"(1185, 310, 2680)","(46, 65, 41)"
"(1161, 384, 1971)","(56, 61, 36)"
"(530, 384, 2076)","(51, 49, 50)"
"(1162, 804, 2422)","(60, 61, 34)"
"(403, 490, 339)","(50, 60, 41)"
"(1348, 477, 1443)","(42, 43, 69)"
"(1658, 692, 1116)","(69, 33, 55)"
"(601, 236, 2999)","(45, 53, 52)"
"(1109, 770, 809)","(50, 32, 76)"
"(1543, 219, 1568)","(66, 46, 40)"
"(16, 685, 662)","(58, 51, 41)"
"(1237, 455, 1878)","(51, 56, 43)"
"(1690, 579, 730)","(57, 37, 59)"
"(1267, 325, 1713)","(63, 34, 58)"
"(1664, 340, 734)","(41, 56, 54)"
"(617, 303, 1699)","(55, 45, 50)"
"(1095, 639, 1667)","(108, 30, 38)"
"(125, 481, 1141)","(45, 68, 40)"
"(1464, 206, 1207)","(27, 67, 70)"
"(2334, 186, 2452)","(52, 38, 63)"
"(1446, 691, 1350)","(72, 61, 28)"
"(1644, 379, 697)","(31, 43, 92)"
"(76, 700, 2170)","(79, 25, 63)"
"(1414, 878, 1968)","(79, 21, 73)"
"(1070, 361, 223)","(42, 60, 48)"
"(554, 372, 2088)","(40, 57, 55)"
"(929, 192, 290)","(43, 92, 31)"
"(1729, 442, 1473)","(61, 34, 59)"
"(416, 481, 327)","(52, 52, 45)"
"(270, 403, 1375)","(87, 30, 47)"
"(1186, 432, 1867)","(33, 58, 64)"
"(1284, 195, 162)","(35, 61, 59)"
"(1396, 728, 388)","(43, 51, 56)"
"(915, 108, 912)","(47, 59, 45)"
